name,url,state,court_type,category,notes
Rules of Appellate Procedure - First Circuit (PDF),https://cdnsm5-hosted2.civiclive.com/UserFiles/Servers/Server_161501/File/Clerks%20Office/First%20Circuit%20Local%20Rules/revised%20local%20rules.pdf,LA,appellate,all,Group: LA Appellate Courts
Court of Appeals - Home Page,https://www.courts.michigan.gov/courts/court-of-appeals/,MI,appellate,all,Group: MI Appellate Courts
Supreme Court - Home Page,https://www.courts.michigan.gov/courts/supreme-court/,MI,appellate,all,Group: MI Appellate Courts
Rules of Appellate Procedure,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/court-rules-book-ch-7-responsive-html5.zip/index.html,MI,appellate,all,Group: MI Appellate Courts
Proposed Rules/Amendments (Appellate Procedure),https://www.courts.michigan.gov/rules-administrative-orders-and-jury-instructions/proposed-adopted/michigan-court-rules/chapter-7-appellate-rules/,MI,appellate,all,Group: MI Appellate Courts
Nebraska Judicial Branch,https://nebraskajudicial.gov/,NE,state,all,Group: NE State
Holiday Schedule,https://nebraskajudicial.gov/personnel-and-miscellaneous-rules/nebraska-judicial-branch-personnel-policies-and-procedures-manual/26-authorized-leave/holidays,NE,state,all,Group: NE State
Court of Appeals - Home Page,https://nebraskajudicial.gov/courts/court-appeals,NE,appellate,all,Group: NE Appellate Courts
Rules of the Supreme Court,https://nebraskajudicial.gov/supreme-court-rules,NE,appellate,all,Group: NE Appellate Courts
Home Page (News),https://nvcourts.gov/supreme,NV,appellate,all,Group: NV Appellate Courts
Rules of Appellate Procedure,https://nvcourts.gov/nevada_court_rules/nevada_appellate_court_rules2/nevada_rules_of_appellate_procedure,NV,appellate,all,Group: NV Appellate Courts
District Courts - Directory,https://nvcourts.gov/find_a_court/district_courts,NV,state,all,Group: NV District Courts
Clark - Home Page,https://www.clarkcountycourts.us/,NV,state,all,Group: NV District Courts
Clark - Local Rules,https://www.clarkcountycourts.us/general/court-rules-and-administrative-orders/,NV,state,all,Group: NV District Courts
Clark - Holiday Schedule,https://www.clarkcountycourts.us/general/holidays/,NV,state,all,Group: NV District Courts
Washoe - Home Page,https://www.washoecourts.com/,NV,state,all,Group: NV District Courts
Washoe - Administrative Orders,https://www.washoecourts.com/AdminOrders,NV,state,all,Group: NV District Courts
Washoe - Local Rules,https://www.leg.state.nv.us/courtrules/seconddcr.html,NV,state,all,Group: NV District Courts
Nye - Home Page,https://www.nyecountynv.gov/295/District-Court,NV,state,all,Group: NV District Courts
Nye - Holiday Schedule,https://www.nyecountynv.gov/576/Holidays,NV,state,all,Group: NV District Courts
New Mexico Judicial Branch,https://nmcourts.gov/,NM,state,all,Group: NM State
New Mexico Compilation Commission,https://nmonesource.com/nmos/en/nav.do,NM,state,all,Group: NM State
Employment Laws 2026,https://www.employmentlawhandbook.com/employment-and-labor-laws/states/new-mexico/,NM,state,all,Group: NM State
Rules of Court,https://nmonesource.com/nmos/nmra/en/nav_date.do,NM,state,all,Group: NM State
Eastern District - Home Page (News),https://www.nyed.uscourts.gov/,NY,federal,all,Group: NY USDC
Eastern District - Local Rules,https://www.nyed.uscourts.gov/local-rules-search?title=&type%5B33%5D=33&__ncforminfo=FTbkWN78EjQlhbebp-RN-JYg0nl1PbJzgOXYLkiOdMyNGI5ywVNLZYf2s3pgO3DKarXyYSFKnnVYOmAhzX456etsd7d_B0gigCyVbe-CBYoKNomyUJl1VnULhkRCfYiYqfTTMjzN9-5-hxyA6EA9IP8M1jlceZOEOCUqXdxWfE2UEOQCIYfWCTmkUcigWDNa4v7uFBMDe-idK2iHjESz1ZzPnByCaiSOJk5rM1VMEfhC_UXHWguHTgK1Eld4HnTFa8Vv54k_0kZOwvZJ-FzysFIcic7cZkKAUgTt4-vftmX0FMBswgUDQA3_V3E4ee02cttNJ7Z-6K9i7TXkjjLFe2LPCSqXPleD,NY,federal,all,Group: NY USDC
Eastern District - Holiday Schedule,https://www.nyed.uscourts.gov/court-hours-and-holidays,NY,federal,all,Group: NY USDC
Court of Appeals - Home Page,https://www.nycourts.gov/ctapps/index.htm,NY,appellate,all,Group: NY Appellate Courts
Court of Appeals - Rules of Practice,https://www.nycourts.gov/ctapps/500rules.htm,NY,appellate,all,Group: NY Appellate Courts
"Appellate Division, 4th Judicial Department",https://www.nycourts.gov/courts/ad4/,NY,appellate,all,Group: NY Appellate Courts
"Appellate Division, 4th Judicial Department - Rules of Practice",https://ad4.nycourts.gov/rules,NY,appellate,all,Group: NY Appellate Courts
North Carolina Judicial Branch,https://www.nccourts.gov/,NC,state,all,Group: NC State
Rules for Court Ordered Arbitration,https://www.nccourts.gov/courts/supreme-court/court-rules/rules-for-court-ordered-arbitration,NC,state,all,Group: NC State
Rules of the Dispute Resolution Commission,https://www.nccourts.gov/courts/supreme-court/court-rules/rules-of-the-dispute-resolution-commission,NC,state,all,Group: NC State
Rules for Mediated Settlement Conferences,https://www.nccourts.gov/courts/supreme-court/court-rules/rules-for-mediated-settlement-conferences-and-other-settlement-procedures-in-superior-court-civil-actions,NC,state,all,Group: NC State
Rules of Mediation for Matters Before the Superior Court (PDF),https://www.nccourts.gov/assets/inline-files/Rules%20of%20Mediation%20for%20Matters%20Before%20the%20Clerk%20of%20Superior%20Court%20-%20Codified%2018%20June%202024.pdf?VersionId=cZgXbb6mUyc4gn4WK8Y5THC90pSvARpp,NC,state,all,Group: NC State
Business Court Rules (PDF),https://www.nccourts.gov/assets/inline-files/Business-Court-Rules-Codified-16-February-2023.pdf?VersionId=OiJZZzkNAcIBTRtd9eUvXCmCivIIfULY,NC,state,all,Group: NC State
North Carolina Industrial Commission,https://www.ic.nc.gov/,NC,state,all,Group: NC State
Holiday Schedule,https://www.ic.nc.gov/calendars.html,NC,state,all,Group: NC State
Supreme Court - Home Page,https://www.nccourts.gov/courts/supreme-court,NC,appellate,all,Group: NC Appellate Courts
Rules of Appellate Procedure,https://www.nccourts.gov/courts/supreme-court/court-rules/north-carolina-rules-of-appellate-procedure,NC,appellate,all,Group: NC Appellate Courts
Supreme Court - Home Page,https://www.ndcourts.gov/supreme-court,ND,appellate,all,Group: ND Appellate Courts
Courts of Common Pleas - Home Page,https://www.supremecourt.ohio.gov/courts/judicial-system/judicial-system-structure/,OH,appellate,all,Group: OH Courts of Common Pleas
Union - Local Rules,https://www.unioncountyohio.gov/localrules,OH,state,all,Group: OH Courts of Common Pleas
Union - Holiday Schedule,https://www.unioncountyohio.gov/ScheduledClosures,OH,state,all,Group: OH Courts of Common Pleas
Union - Home Page,https://www.unioncountyohio.gov/,OH,state,all,Group: OH Courts of Common Pleas
Tulsa - Home Page,https://www.tulsacountydistrictcourt.org/,OK,state,all,Group: OK District Courts
Tulsa - Local Rules,https://www.tulsacountydistrictcourt.org/localrules.html,OK,state,all,Group: OK District Courts
Oklahoma - Home Page,https://www.oklahomacounty.org/,OK,state,all,Group: OK District Courts
Oklahoma/Canadian - Local Rules (PDF),https://www.oklahomacounty.org/Portals/0/Oklahoma%20and%20Canadian%20County%20Local%20Court%20Rules%20as%20adopted%208-21-25.pdf,OK,state,all,Group: OK District Courts
Oregon Judicial Branch,https://www.courts.oregon.gov/Pages/default.aspx,OR,state,all,Group: OR State
Oregon Legislature,https://www.oregonlegislature.gov/,OR,state,all,Group: OR State
Uniform Trial Court Rules,https://www.courts.oregon.gov/programs/utcr/Pages/currentrules.aspx,OR,state,all,Group: OR State
Holiday Schedule,https://www.courts.oregon.gov/about/pages/holidays.aspx,OR,state,all,Group: OR State
Rules of Civil Procedure,https://www.oregonlegislature.gov/bills_laws/Pages/orcp.aspx,OR,state,all,Group: OR State
Appellate Courts - Home Page,https://www.courts.oregon.gov/courts/appellate/Pages/default.aspx,OR,appellate,all,Group: OR Appellate Courts
Rules of Appellate Procedure,https://www.courts.oregon.gov/courts/appellate/rules/Pages/orap.aspx,OR,appellate,all,Group: OR Appellate Courts
Judicial Districts - Directory,https://www.pacourts.us/courts/courts-of-common-pleas/judicial-districts,PA,state,all,Group: PA Judicial Districts
Philadelphia - 1st Judicial District Home Page,https://www.courts.phila.gov/,PA,state,all,Group: PA Judicial Districts
Philadelphia - 1st Judicial District Holiday Schedule,https://www.courts.phila.gov/holidays/,PA,state,all,Group: PA Judicial Districts
Philadelphia - 1st Judicial District Local Rules,https://www.courts.phila.gov/localrules/,PA,state,all,Group: PA Judicial Districts
Philadelphia - 1st Judicial District News,https://www.courts.phila.gov/news/,PA,state,all,Group: PA Judicial Districts
Supreme Court - Home Page,https://www.courts.ri.gov/Courts/SupremeCourt/Pages/default.aspx,RI,appellate,all,Group: RI Appellate Courts
Supreme Court Rules,https://www.courts.ri.gov/Courts/SupremeCourt/Pages/Supreme%20Court%20Rules.aspx,RI,appellate,all,Group: RI Appellate Courts
Supreme Court - Home Page,https://www.utcourts.gov/en/courts/court-types/appellate-courts/sup.html,UT,appellate,all,Group: UT Appellate Courts
Supreme Court Standing Orders,https://legacy.utcourts.gov/rules/urap-scso.php,UT,appellate,all,Group: UT Appellate Courts
Washington Judicial Branch,https://www.courts.wa.gov/,WA,state,all,Group: WA State
Rule-Related Court Orders,https://www.courts.wa.gov/court_rules/?fa=court_rules.ruleorderpage,WA,state,all,Group: WA State
Archive Rule History,https://www.courts.wa.gov/court_rules/?fa=court_rules.archivelist,WA,state,all,Group: WA State
District Courts Judicial Directory,https://www.txcourts.gov/judicial-directory/court-jurisdiction-maps/,TX,state,all,Group: TX District Courts
Angelina - Home Page,https://www.angelinacounty.net/,TX,state,all,Group: TX District Courts
Angelina - Local Rules,https://www.angelinacounty.net/districtcourt159/,TX,state,all,Group: TX District Courts
Austin - Home Page,https://www.austincounty.com/page/austin.Home,TX,state,all,Group: TX District Courts
Austin - Holiday Schedule,https://www.austincounty.com/page/austin.HolidayCalendar,TX,state,all,Group: TX District Courts
Bailey - Home Page,https://www.co.bailey.tx.us/,TX,state,all,Group: TX District Courts
Bell - Home Page,https://www.bellcountytx.com/,TX,state,all,Group: TX District Courts
Bell - Local Rules (PDF),https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/1286,TX,state,all,Group: TX District Courts
Aransas - Home Page,https://www.aransascountytx.gov/main/,TX,state,all,Group: TX District Courts
Aransas - Holiday Schedule,https://www.aransascountytx.gov/main/calendars.php,TX,state,all,Group: TX District Courts
Brazos - Home Page,https://www.brazoscountytx.gov/,TX,state,all,Group: TX District Courts
Brazos - Holiday Schedule,https://www.brazoscountytx.gov/318/County-Holidays,TX,state,all,Group: TX District Courts
Brewster - Home Page,https://www.brewstercounty.gov/,TX,state,all,Group: TX District Courts
Brown - Home Page,https://www.browncountytx.gov/,TX,state,all,Group: TX District Courts
Caldwell - Home Page,https://www.co.caldwell.tx.us/,TX,state,all,Group: TX District Courts
Camp - Home Page,https://www.co.camp.tx.us/,TX,state,all,Group: TX District Courts
Camp - Holiday Schedule,https://www.co.camp.tx.us/page/camp.County.News,TX,state,all,Group: TX District Courts
Colorado - Home Page,https://www.co.colorado.tx.us/,TX,state,all,Group: TX District Courts
Colorado - Holiday Schedule,https://www.co.colorado.tx.us/page/colorado.Holiday.Schedule,TX,state,all,Group: TX District Courts
Colorado - Local Rules (PDF),https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2012,TX,state,all,Group: TX District Courts
Coleman - Home Page,https://www.co.coleman.tx.us/,TX,state,all,Group: TX District Courts
Coleman - Holiday Schedule,https://www.co.coleman.tx.us/page/coleman.Holidays,TX,state,all,Group: TX District Courts
Coryell - Home Page,https://www.coryellcounty.org/,TX,state,all,Group: TX District Courts
Coryell - Holiday Schedule,https://www.coryellcounty.org/page/coryell.Holiday,TX,state,all,Group: TX District Courts
Dallas - Home Page,https://www.dallascounty.org/,TX,state,all,Group: TX District Courts
Dallas - Local Civil Rules (PDF),https://www.dallascounty.org/Assets/uploads/docs/district-clerk/Local-Rules-for-Civil-District-Courts-With-Appendixes-Included.pdf,TX,state,all,Group: TX District Courts
Dallas - Local Family Rules (PDF),https://www.dallascounty.org/Assets/uploads/docs/district-clerk/familyrules.pdf,TX,state,all,Group: TX District Courts
Fayette - Home Page,https://www.co.fayette.tx.us/,TX,state,all,Group: TX District Courts
Fayette - Holiday Schedule (PDF),https://www.co.fayette.tx.us/upload/page/1714/docs/signed%202026%20Amended%20Holiday%20Schedule.pdf,TX,state,all,Group: TX District Courts
Fannin - Home Page,https://www.co.fannin.tx.us/,TX,state,all,Group: TX District Courts
Fannin - Holiday Schedule,https://www.co.fannin.tx.us/page/fannin.County.Calendars,TX,state,all,Group: TX District Courts
Fisher - Home Page,https://www.fishercounty.org/,TX,state,all,Group: TX District Courts
Fisher - Holiday Schedule (PDF),https://www.fishercounty.org/upload/page/7774/docs/INFORMATION/FISHER%20COUNTY%20Holidays%202026.pdf,TX,state,all,Group: TX District Courts
Floyd - Home Page,https://www.co.floyd.tx.us/,TX,state,all,Group: TX District Courts
Franklin - Home Page,https://www.co.franklin.tx.us/,TX,state,all,Group: TX District Courts
Franklin - Holiday Schedule,https://www.co.franklin.tx.us/page/franklin.Holidays,TX,state,all,Group: TX District Courts
Garza - Home Page,https://www.garzacounty.gov/,TX,state,all,Group: TX District Courts
Garza - Holiday Schedule,https://www.garzacounty.gov/page/calendar.holidays,TX,state,all,Group: TX District Courts
Gray - Home Page,https://www.co.gray.tx.us/,TX,state,all,Group: TX District Courts
Grimes - Home Page,https://grimescountytexas.gov/,TX,state,all,Group: TX District Courts
Grimes - Holiday Schedule,https://grimescountytexas.gov/county-holidays,TX,state,all,Group: TX District Courts
Hansford - Home Page,https://www.co.hansford.tx.us/,TX,state,all,Group: TX District Courts
Harris - Home Page,https://www.justex.net/,TX,state,all,Group: TX District Courts
Harris - Local Civil Rules,https://www.justex.net/info/21/8,TX,state,all,Group: TX District Courts
Harris - Local Family Rules,https://www.justex.net/info/21/9,TX,state,all,Group: TX District Courts
Haskell - Home Page,https://www.haskellcountytx.gov/,TX,state,all,Group: TX District Courts
Hemphill - Home Page,https://www.co.hemphill.tx.us/,TX,state,all,Group: TX District Courts
Hill - Home Page,https://www.co.hill.tx.us/,TX,state,all,Group: TX District Courts
Hill - Holiday Schedule,https://www.co.hill.tx.us/page/hill.Bulletin,TX,state,all,Group: TX District Courts
Hopkins - Home Page,http://hopkinscountytx.org/,TX,state,all,Group: TX District Courts
Irion- Home Page,https://www.co.irion.tx.us/,TX,state,all,Group: TX District Courts
Jackson - Home Page,https://www.co.jackson.tx.us/,TX,state,all,Group: TX District Courts
Jeff - Home Page,https://www.jeffdaviscounty.texas.gov/,TX,state,all,Group: TX District Courts
Jim Hogg - Home Page,https://www.co.jim-hogg.tx.us/,TX,state,all,Group: TX District Courts
Jones - Home Page,https://www.co.jones.tx.us/,TX,state,all,Group: TX District Courts
Jones - Holiday Schedule (PDF),https://www.co.jones.tx.us/upload/page/1299/holidays%202026_20251105164038.pdf,TX,state,all,Group: TX District Courts
Johnson - Home Page,https://www.johnsoncountytx.org/,TX,state,all,Group: TX District Courts
Lamar - Home Page,https://www.lamarcountytx.gov/,TX,state,all,Group: TX District Courts
Lamar - Holiday Schedule,https://www.lamarcountytx.gov/Archive.aspx?AMID=39,TX,state,all,Group: TX District Courts
Lamb - Home Page,https://www.co.lamb.tx.us/,TX,state,all,Group: TX District Courts
Lamb - Holiday Schedule (PDF),https://www.co.lamb.tx.us/upload/page/5005/docs/2026%20Holiday%20Schedule.pdf,TX,state,all,Group: TX District Courts
Lee - Home Page,https://www.co.lee.tx.us/,TX,state,all,Group: TX District Courts
Lee - Holiday Schedule,https://www.co.lee.tx.us/page/CountyHolidaySchedule,TX,state,all,Group: TX District Courts
Loving - Home Page,https://www.co.loving.tx.us/,TX,state,all,Group: TX District Courts
Menard - Home Page,https://www.co.menard.tx.us/,TX,state,all,Group: TX District Courts
Menard - Holiday Schedule,https://www.co.menard.tx.us/page/menard.CountyHolidays,TX,state,all,Group: TX District Courts
Mills - Home Page,https://www.millscountytx.gov/,TX,state,all,Group: TX District Courts
Mills - Holiday Schedule,https://www.millscountytx.gov/page/mills.Holidays,TX,state,all,Group: TX District Courts
Runnels - Home Page,https://www.runnelscounty.org/,TX,state,all,Group: TX District Courts
Runnels - Holiday Schedule,https://www.runnelscounty.org/page/runnels.holidays,TX,state,all,Group: TX District Courts
Sherman - Home Page,https://www.co.sherman.tx.us/,TX,state,all,Group: TX District Courts
Sherman - Holiday Schedule,https://www.co.sherman.tx.us/page/sherman.Holiday,TX,state,all,Group: TX District Courts
Smith - Home Page,https://www.smith-county.com/,TX,state,all,Group: TX District Courts
Smith - Holiday Schedule,https://www.smith-county.com/175/County-Calendar-Holiday-Schedule,TX,state,all,Group: TX District Courts
Stonewall - Home Page,https://www.stonewallcounty.org/,TX,state,all,Group: TX District Courts
Tarrant - Home Page,https://www.tarrantcountytx.gov/en.html,TX,state,all,Group: TX District Courts
Tarrant - Local Rules,https://www.tarrantcountytx.gov/en/district-clerk/about-us/rules/local-rules-of-the-courts.html,TX,state,all,Group: TX District Courts
Tarrant - Holiday Schedule,https://www.tarrantcountytx.gov/en/calendar.html,TX,state,all,Group: TX District Courts
Tom Green - Home Page,https://www.tomgreencountytx.gov/,TX,state,all,Group: TX District Courts
Tom Green - Holiday Schedule,https://www.tomgreencountytx.gov/page/ct.Holidays,TX,state,all,Group: TX District Courts
Wilson - Home Page,https://www.co.wilson.tx.us/,TX,state,all,Group: TX District Courts
Wilson - Holiday Schedule,https://www.co.wilson.tx.us/page/wilson.Holidays,TX,state,all,Group: TX District Courts
Texas Judicial Branch,https://www.txcourts.gov/,TX,state,all,Group: TX State
Statewide Rules,https://www.txcourts.gov/rules-forms/rules-standards/,TX,state,all,Group: TX State
Rule Advisories,https://www.txcourts.gov/supreme/administrative-orders/rules-advisories/,TX,state,all,Group: TX State
Texas Constitutions and Statutes,https://statutes.capitol.texas.gov/,TX,state,all,Group: TX State
Holiday Schedule,https://statutes.capitol.texas.gov/?tab=1&code=GV&chapter=GV.662&artSec=,TX,state,all,Group: TX State
Circuit Courts - Map,https://www.flcourts.gov/Courts-System/court-structure/trial-courts-circuit,FL,appellate,all,Group: FL Circuit Courts
1st Judicial Circuit - Home Page,https://www.firstjudicialcircuit.org/,FL,appellate,all,Group: FL Circuit Courts
4th Judicial Circuit - Home Page,https://www.jud4.org/,FL,state,all,Group: FL Circuit Courts
6th Judicial Circuit - Home Page,https://www.jud6.org/,FL,state,all,Group: FL Circuit Courts
6th Judicial Circuit - Local Rules,https://www.jud6.org/LegalCommunity/LocalRules.html,FL,state,all,Group: FL Circuit Courts
7th Judicial Circuit - Home Page,https://circuit7.org/,FL,appellate,all,Group: FL Circuit Courts
7th Judicial Circuit - Administrative Orders,https://circuit7.org/administrative-orders/,FL,appellate,all,Group: FL Circuit Courts
7th Judicial Circuit - Holiday Schedule,https://circuit7.org/courthouse-hours-and-holidays/,FL,appellate,all,Group: FL Circuit Courts
9th Judicial Circuit - Home Page,https://ninthcircuit.org/,FL,appellate,all,Group: FL Circuit Courts
9th Judicial Circuit - Administrative Orders,https://ninthcircuit.org/resources/admin-orders,FL,appellate,all,Group: FL Circuit Courts
9th Judicial Circuit - Holiday Schedule,https://ninthcircuit.org/about/court-holidays,FL,appellate,all,Group: FL Circuit Courts
10th Judicial Circuit - Home Page,https://www.jud10.flcourts.org/,FL,state,all,Group: FL Circuit Courts
10th Judicial Circuit - Administrative Orders (Division 1),https://www.jud10.flcourts.org/admin-orders?q=administrative-orders/admin-1,FL,state,all,Group: FL Circuit Courts
10th Judicial Circuit - Administrative Orders (Division 3),https://www.jud10.flcourts.org/admin-orders?q=administrative-orders/admin-3,FL,state,all,Group: FL Circuit Courts
10th Judicial Circuit - Holiday Schedule,https://www.jud10.flcourts.org/courthouse-hours-holidays,FL,state,all,Group: FL Circuit Courts
11th Judicial Circuit - Home Page,https://www.jud11.flcourts.org/,FL,state,all,Group: FL Circuit Courts
11th Judicial Circuit - Local Rules,https://www.jud11.flcourts.org/General-Information/Local-Rules,FL,state,all,Group: FL Circuit Courts
11th Judicial Circuit - Holiday Schedule,https://www.jud11.flcourts.org/About-the-Court/Court-Holidays-Closings,FL,state,all,Group: FL Circuit Courts
13th Judicial Circuit - Home Page,https://www.fljud13.org/,FL,state,all,Group: FL Circuit Courts
13th Judicial Circuit - Local Rules,https://www.fljud13.org/AdministrativeOrders/LocalRules.aspx,FL,state,all,Group: FL Circuit Courts
13th Judicial Circuit - Holiday Schedule,https://www.fljud13.org/AboutUs/CourtHolidays.aspx,FL,state,all,Group: FL Circuit Courts
14th Judicial Circuit - Home Page,https://jud14.flcourts.org/,FL,state,all,Group: FL Circuit Courts
14th Judicial Circuit - Administrative Orders,https://jud14.flcourts.org/administrative-orders,FL,state,all,Group: FL Circuit Courts
14th Judicial Circuit - Holiday Schedule,https://jud14.flcourts.org/calendars-schedules,FL,state,all,Group: FL Circuit Courts
15th Judicial Circuit - Home Page,https://www.15thcircuit.com/,FL,appellate,all,Group: FL Circuit Courts
15th Judicial Circuit - Administrative Orders,https://www.15thcircuit.com/updated-administrative-orders,FL,appellate,all,Group: FL Circuit Courts
15th Judicial Circuit - Holiday Schedule,https://www.15thcircuit.com/court-schedule,FL,appellate,all,Group: FL Circuit Courts
16th Judicial Circuit - Home Page,https://keyscourts.net/,FL,state,all,Group: FL Circuit Courts
17th Judicial Circuit - Home Page,https://www.17th.flcourts.org/,FL,state,all,Group: FL Circuit Courts
17th Judicial Circuit - Local Rules,https://www.17th.flcourts.org/local-rules-2/,FL,state,all,Group: FL Circuit Courts
17th Judicial Circuit - Administrative Orders,https://www.17th.flcourts.org/civil-administrative-orders/,FL,state,all,Group: FL Circuit Courts
17th Judicial Circuit - Holiday Schedule,https://www.17th.flcourts.org/court-closures-2/,FL,state,all,Group: FL Circuit Courts
19th Judicial Circuit - Home Page,https://www.circuit19.org/,FL,appellate,all,Group: FL Circuit Courts
20th Judicial Circuit - Home Page,https://www.ca.cjis20.org/,FL,state,all,Group: FL Circuit Courts
20th Judicial Circuit - Administrative Orders,https://www.ca.cjis20.org/Documents/admin-orders.aspx,FL,state,all,Group: FL Circuit Courts
20th Judicial Circuit - Holiday Schedule,https://www.ca.cjis20.org/About-The-Court/Court-Schedules/,FL,state,all,Group: FL Circuit Courts
19th Judicial Circuit - Local Rules,https://www.rjslawlibrary.org/local-rules,FL,state,all,Group: FL Circuit Courts
4th Judicial Circuit - Administrative Orders,https://www.duvalclerk.gov/services/adminorders,FL,state,all,Group: FL Circuit Courts
Florida Judicial Branch,https://www.flcourts.gov/,FL,state,all,Group: FL State
The Florida Bar - Home Page,https://www.floridabar.org/,FL,state,all,Group: FL State
The Florida Bar - News,https://www.floridabar.org/news_article_section/notices/,FL,state,all,Group: FL State
The Florida Bar - Rules of Court Procedure,https://www.floridabar.org/rules/ctproc/,FL,state,all,Group: FL State
Supreme Court - Home Page (News),https://www.supremecourt.gov/,,appellate,all,Group: U.S. Supreme Court
Supreme Court - Rules and Guidance,https://www.supremecourt.gov/filingandrules/rules_guidance.aspx,,appellate,all,Group: U.S. Supreme Court
Supreme Court - Press Releases,https://www.supremecourt.gov/publicinfo/press/pressreleases.aspx,,appellate,all,Group: U.S. Supreme Court
U.S. Agencies Index,https://www.usa.gov/agency-index,,state,all,Group: U.S. Federal Agencies
Federal Aviation Administration - Home Page,https://www.faa.gov/,,state,all,Group: U.S. Federal Agencies
Office of Personnel Management - Holiday Schedule,https://www.opm.gov/policy-data-oversight/pay-leave/federal-holidays/,,state,all,Group: U.S. Federal Agencies
Office of Personnel Management - Home Page,https://www.opm.gov/,,state,all,Group: U.S. Federal Agencies
FINRA - Home Page,https://www.finra.org/,,state,all,Group: U.S. Federal Agencies
FINRA - Manual Updates,https://www.finra.org/rules-guidance/rulebooks/updates,,state,all,Group: U.S. Federal Agencies
U.S. Trustee Program - Home Page,https://www.justice.gov/ust,,state,all,Group: U.S. Federal Agencies
U.S. Tax Court - Home Page,https://www.ustaxcourt.gov/,,state,all,Group: U.S. Federal Agencies
U.S. Tax Court - Court Rules,https://www.ustaxcourt.gov/rules/,,state,all,Group: U.S. Federal Agencies
