name,url,state,court_type,category,notes
Eastern District - Holiday Schedule,https://www.vaed.uscourts.gov/government-holidays,VA,federal,all,Group: VA USDC
Eastern District - Home Page (News),https://www.vaed.uscourts.gov/,VA,federal,all,Group: VA USDC
Western District - Home Page (News),https://www.vawd.uscourts.gov/,VA,federal,all,Group: VA USDC
Western District - Local Rules,https://www.vawd.uscourts.gov/court-information/local-rules-and-standing-orders/,VA,federal,all,Group: VA USDC
Western District - Holiday Schedule,https://www.vawd.uscourts.gov/court-information/court-hours-and-holidays/,VA,federal,all,Group: VA USDC
Local Rules,https://www.utd.uscourts.gov/rules-practice,UT,federal,all,Group: UT USDC
Holiday Schedule,https://www.utd.uscourts.gov/general-information,UT,federal,all,Group: UT USDC
Home Page (News),https://www.utd.uscourts.gov/,UT,federal,all,Group: UT USDC
Eastern District - Holiday Schedule,https://www.paed.uscourts.gov/court-holidays,PA,federal,all,Group: PA USDC
Eastern District - Local Rules and Orders,https://www.paed.uscourts.gov/local-rules,PA,federal,all,Group: PA USDC
Eastern District - Home Page (News),https://www.paed.uscourts.gov/,PA,federal,all,Group: PA USDC
Western District - Home Page (News),https://www.pawd.uscourts.gov/,PA,federal,all,Group: PA USDC
Western District - Local Rules and Orders,https://www.pawd.uscourts.gov/local-rules-and-orders,PA,federal,all,Group: PA USDC
Western District - Holiday Schedule,https://www.pawd.uscourts.gov/court-info/court-holidays,PA,federal,all,Group: PA USDC
Middle District - Home Page (News),https://www.pamd.uscourts.gov/,PA,federal,all,Group: PA USDC
Middle District - Local Rules and Orders,https://www.pamd.uscourts.gov/court-info/local-rules-and-orders,PA,federal,all,Group: PA USDC
Middle District - Holiday Schedule,https://www.pamd.uscourts.gov/court-info/court-holidays,PA,federal,all,Group: PA USDC
Local Rules,https://www.ord.uscourts.gov/index.php/rules-orders-and-notices/local-rules,OR,federal,all,Group: OR USDC
Holiday Schedule,https://www.ord.uscourts.gov/index.php/ct-calendar/holiday-closures,OR,federal,all,Group: OR USDC
Proposed Local Rule Amendments,https://www.ord.uscourts.gov/index.php/rules-orders-and-notices/local-rules/proposed-local-rules,OR,federal,all,Group: OR USDC
Home Page (News),https://www.ord.uscourts.gov/,OR,federal,all,Group: OR USDC
Eastern District - Local Rules,https://www.oked.uscourts.gov/court-info/local-rules-and-orders,OK,federal,all,Group: OK USDC
Eastern District - Holiday Schedule,https://www.oked.uscourts.gov/court-info/court-holidays,OK,federal,all,Group: OK USDC
Eastern District - Home Page (News),https://www.oked.uscourts.gov/,OK,federal,all,Group: OK USDC
Western District - Home Page (News),https://www.okwd.uscourts.gov/,OK,federal,all,Group: OK USDC
Western District - Local Rules,https://www.okwd.uscourts.gov/local-rules,OK,federal,all,Group: OK USDC
Western District - General Orders,https://www.okwd.uscourts.gov/general-orders,OK,federal,all,Group: OK USDC
Northern District - Home Page (News),https://www.oknd.uscourts.gov/,OK,federal,all,Group: OK USDC
Northern District - Local Rules,https://www.oknd.uscourts.gov/local-rules,OK,federal,all,Group: OK USDC
Northern District - General Orders,https://www.oknd.uscourts.gov/court-info/local-rules-and-orders/oknd-general-orders,OK,federal,all,Group: OK USDC
Northern District - Local Rules,https://www.ohnd.uscourts.gov/court-info/local-rules-and-orders,OH,federal,all,Group: OH USDC
Northern District - Home Page (News),https://www.ohnd.uscourts.gov/,OH,federal,all,Group: OH USDC
Southern District - Home Page (News),https://www.ohsd.uscourts.gov/,OH,federal,all,Group: OH USDC
Southern District - Local Rules,https://www.ohsd.uscourts.gov/local-rules,OH,federal,all,Group: OH USDC
"Judge John L. Sinatra, Jr.",https://www.nywd.uscourts.gov/content/hon-john-l-sinatra-jr,NY,federal,all,Group: NY USDC - Western District Judges
Chief Judge Elizabeth A. Wolford,https://www.nywd.uscourts.gov/content/hon-elizabeth-wolford-chief-united-states-district-judge,NY,federal,all,Group: NY USDC - Western District Judges
Judge Lawrence J. Vilardo,https://www.nywd.uscourts.gov/content/hon-lawrence-j-vilardo,NY,federal,all,Group: NY USDC - Western District Judges
Judge Mae A. D'Agostino,https://www.nynd.uscourts.gov/standing-ordersrules-practice,NY,federal,all,Group: NY USDC - Northern District Judges
Judge Vincent L. Briccetti,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/VB%20Individual%20Practices.REVISED%202.3.2020_0.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Charles S. Haight,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/PMH%20Halpern%20Rules%20Rev%2005.02.2022%20.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Lewis J. Liman,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/LJL%20Individual%20Practices%20in%20Civil%20Cases_updated%206.17.22.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Alison J. Nathan,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/AJN%20Nathan%20Individual%20Rules%20of%20Practice%20in%20Civil%20Cases%207.7.22.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Nelson S. Roman,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/nsrIndividualRulesOfPracticeInCivilCases.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Sidney H. Stein,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/SHS%20Rules%20(Eff.%20Feb.%202020)_0.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Joan M. Azrack,https://www.nyed.uscourts.gov/pub/rules/JMA-MLR.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Chief Judge Margo K. Brodie,https://www.nyed.uscourts.gov/pub/rules/MKB-MLR.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Carol Bagley Amon,https://www.nyed.uscourts.gov/pub/rules/CBA-MLR.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Frederic Block,https://www.nyed.uscourts.gov/pub/rules/FB-MLR.pdf,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Analisa Torres,https://www.nysd.uscourts.gov/hon-analisa-torres,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Alvin K. Hellerstein,https://www.nysd.uscourts.gov/hon-alvin-k-hellerstein,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Andrew L. Carter Jr.,https://www.nysd.uscourts.gov/hon-andrew-l-carter-jr,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Cathy Seibel,https://www.nysd.uscourts.gov/hon-cathy-seibel,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Collen McMahon,https://www.nysd.uscourts.gov/hon-colleen-mcmahon,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Denise L. Cote,https://www.nysd.uscourts.gov/hon-denise-l-cote,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Edgardo Ramos,https://www.nysd.uscourts.gov/hon-edgardo-ramos,NY,federal,all,Group: NY USDC - Southern District Judges
Judge George B. Daniels,https://www.nysd.uscourts.gov/hon-george-b-daniels,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Gregory H. Woods,https://www.nysd.uscourts.gov/hon-gregory-h-woods,NY,federal,all,Group: NY USDC - Southern District Judges
Judge J. Paul Oetken,https://www.nysd.uscourts.gov/hon-j-paul-oetken,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Jed S. Rakoff,https://www.nysd.uscourts.gov/hon-jed-s-rakoff,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Jennifer H. Rearden,https://www.nysd.uscourts.gov/hon-jennifer-h-rearden,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Jennifer L. Rochon,https://www.nysd.uscourts.gov/hon-jennifer-l-rochon,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Jesse M. Furman,https://www.nysd.uscourts.gov/hon-jesse-m-furman,NY,federal,all,Group: NY USDC - Southern District Judges
Judge John G. Koeltl,https://www.nysd.uscourts.gov/hon-john-g-koeltl,NY,federal,all,Group: NY USDC - Southern District Judges
Judge John P. Cronan,https://www.nysd.uscourts.gov/hon-john-p-cronan,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Katherine Polk Failla,https://www.nysd.uscourts.gov/hon-katherine-polk-failla,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Kenneth M. Karas,https://www.nysd.uscourts.gov/hon-kenneth-m-karas,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Kimba M. Wood,https://www.nysd.uscourts.gov/hon-kimba-m-wood,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Laura Taylor Swain,https://www.nysd.uscourts.gov/hon-laura-taylor-swain,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Lewis A. Kaplan,https://www.nysd.uscourts.gov/hon-lewis-kaplan,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Lewis J. Liman,https://www.nysd.uscourts.gov/hon-lewis-j-liman,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Loretta A. Preska,https://www.nysd.uscourts.gov/hon-loretta-preska,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Lorna G. Schofield,https://www.nysd.uscourts.gov/hon-lorna-g-schofield,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Mary Kay Vyskocil,https://www.nysd.uscourts.gov/hon-mary-kay-vyskocil,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Naomi Reice Buchwald,https://www.nysd.uscourts.gov/hon-naomi-reice-buchwald,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Nelson S. Roman,https://www.nysd.uscourts.gov/hon-nelson-s-roman,NY,federal,all,Group: NY USDC - Southern District Judges
Judge P. Kevin Castel,https://www.nysd.uscourts.gov/hon-p-kevin-castel,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Paul A. Crotty,https://www.nysd.uscourts.gov/hon-paul-crotty,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Paul A. Engelmayer,https://www.nysd.uscourts.gov/hon-paul-engelmayer,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Paul G. Gardephe,https://www.nysd.uscourts.gov/hon-paul-g-gardephe,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Philip M. Halpern,https://www.nysd.uscourts.gov/hon-philip-m-halpern,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Richard J. Sullivan,https://www.nysd.uscourts.gov/hon-richard-j-sullivan-circuit-judge-sitting-designation,NY,appellate,all,Group: NY USDC - Southern District Judges
Judge Richard M. Berman,https://www.nysd.uscourts.gov/hon-richard-m-berman,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Ronnie Abrams,https://www.nysd.uscourts.gov/hon-ronnie-abrams,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Sidney H. Stein,https://www.nysd.uscourts.gov/hon-sidney-h-stein,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Valerie E. Caproni,https://www.nysd.uscourts.gov/hon-valerie-e-caproni,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Vernon S. Broderick,https://www.nysd.uscourts.gov/hon-vernon-s-broderick,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Victor Marrero,https://www.nysd.uscourts.gov/hon-victor-marrero,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Vincent L. Briccetti,https://www.nysd.uscourts.gov/hon-vincent-l-briccetti,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Margaret M. Garnett,https://www.nysd.uscourts.gov/hon-margaret-m-garnett,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Jessica G. L. Clarke,https://www.nysd.uscourts.gov/hon-jessica-g-l-clarke,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Dale E. Ho,https://www.nysd.uscourts.gov/hon-dale-e-ho,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Arun Subramanian,https://www.nysd.uscourts.gov/hon-arun-subramanian,NY,federal,all,Group: NY USDC - Southern District Judges
Judge Jeannette A. Vargas,https://www.nysd.uscourts.gov/hon-jeannette-vargas,NY,federal,all,Group: NY USDC - Southern District Judges
Local Rules,https://www.nmd.uscourts.gov/court-info/local-rules-and-orders/local-rules,NM,federal,all,Group: NM USDC
Holiday Schedule,https://www.nmd.uscourts.gov/court-info/court-holidays,NM,federal,all,Group: NM USDC
Home Page (News),https://www.nmd.uscourts.gov/,NM,federal,all,Group: NM USDC
Local Rules,https://www.njd.uscourts.gov/local-rules-and-appendices,NJ,federal,all,Group: NJ USDC
Holiday Schedule,https://www.njd.uscourts.gov/court-info/court-holidays,NJ,federal,all,Group: NJ USDC
Home Page (News),https://www.njd.uscourts.gov/,NJ,federal,all,Group: NJ USDC
Local Rules (PDF),https://www.nvd.uscourts.gov/wp-content/uploads/2020/04/Local-Rules-of-Practice-Amended-2020.pdf,NV,federal,all,Group: NV USDC
Home Page (News),https://www.nvd.uscourts.gov/,NV,federal,all,Group: NV USDC
Local Rules,https://www.ned.uscourts.gov/attorney/local-rules,NE,federal,all,Group: NE USDC
Home Page (News),https://www.ned.uscourts.gov/,NE,federal,all,Group: NE USDC
Local Rules,https://www.mtd.uscourts.gov/court-info/local-rules-and-orders,MT,federal,all,Group: MT USDC
Holiday Schedule,https://www.mtd.uscourts.gov/court-info/court-holidays,MT,federal,all,Group: MT USDC
Home Page (News),https://www.mtd.uscourts.gov/,MT,federal,all,Group: MT USDC
Western District - General Orders,https://www.mow.uscourts.gov/district/rules,MO,federal,all,Group: MO USDC
Western District - Holiday Schedule,https://www.mow.uscourts.gov/hours-and-closures,MO,federal,all,Group: MO USDC
Western District - Home Page (News),https://www.mow.uscourts.gov/,MO,federal,all,Group: MO USDC
Western District - Local Rules (PDF),https://www.mow.uscourts.gov/sites/mow/files/DC-Local_Rules.pdf,MO,federal,all,Group: MO USDC
Eastern District - Home Page (News),https://www.moed.uscourts.gov/,MO,federal,all,Group: MO USDC
Eastern District - Local Rules,https://www.moed.uscourts.gov/local-rules,MO,federal,all,Group: MO USDC
Eastern District - Holiday Schedule,https://www.moed.uscourts.gov/federal-holidays,MO,federal,all,Group: MO USDC
Western District - Local Rules,https://www.miwd.uscourts.gov/local-rules-practice-and-procedure,MI,federal,all,Group: MI USDC
Western District - Holiday Schedule,https://www.miwd.uscourts.gov/court-info/court-holidays,MI,federal,all,Group: MI USDC
Western District - Home Page (News),https://www.miwd.uscourts.gov/,MI,federal,all,Group: MI USDC
Eastern District - Home Page (News),https://www.mied.uscourts.gov/,MI,federal,all,Group: MI USDC
Eastern District - Local Rules,https://www.mied.uscourts.gov/index.cfm?pagefunction=rulesPlansOrders,MI,federal,all,Group: MI USDC
Eastern District - Holiday Schedule,https://www.mied.uscourts.gov/index.cfm?pagefunction=courtLocations&locationID=3,MI,federal,all,Group: MI USDC
Holiday Schedule,https://www.mnd.uscourts.gov/court-info/court-holidays,MN,federal,all,Group: MN USDC
Proposed Local Rule Amendments,https://www.mnd.uscourts.gov/proposed-local-rule-amendments-public-comments,MN,federal,all,Group: MN USDC
Home Page (News),https://www.mnd.uscourts.gov/,MN,federal,all,Group: MN USDC
Local Rules,https://www.mnd.uscourts.gov/court-info/local-rules-and-orders,MN,federal,all,Group: MN USDC
Local Rules,https://www.mad.uscourts.gov/general/rules-home.htm,MA,federal,all,Group: MA USDC
Home Page (News),https://www.mad.uscourts.gov/,MA,federal,all,Group: MA USDC
Southern District - Local Rules,https://www.insd.uscourts.gov/court-info/local-rules-and-orders,IN,federal,all,Group: IN USDC
Southern District - Holiday Schedule,https://www.insd.uscourts.gov/court-hoursholidays,IN,federal,all,Group: IN USDC
Southern District - Home Page (News),https://www.insd.uscourts.gov/,IN,federal,all,Group: IN USDC
Northern District - Home Page (News),https://www.innd.uscourts.gov/,IN,federal,all,Group: IN USDC
Northern District - Local Rules,https://www.innd.uscourts.gov/court-info/local-rules-and-orders,IN,federal,all,Group: IN USDC
Northern District - Holiday Schedule,https://www.innd.uscourts.gov/court-info/court-holidays,IN,federal,all,Group: IN USDC
Local Rules,https://www.id.uscourts.gov/district/forms_fees_rules/Civil_Rules.cfm,ID,federal,all,Group: ID USDC
Holiday Schedule,https://www.id.uscourts.gov/clerks/Federal_Holidays.cfm,ID,federal,all,Group: ID USDC
General Orders,https://www.id.uscourts.gov/clerks/rules_orders/General_Orders.cfm,ID,federal,all,Group: ID USDC
Home Page (News),https://www.id.uscourts.gov/clerks/Welcome.cfm?,ID,federal,all,Group: ID USDC
Local Rules,https://www.hid.uscourts.gov/rules/local-rules,HI,federal,all,Group: HI USDC
Holiday Schedule,https://www.hid.uscourts.gov/home/court-hours-and-holidays,HI,federal,all,Group: HI USDC
Home Page (News),https://www.hid.uscourts.gov/home,HI,federal,all,Group: HI USDC
Local Rules,https://www.ctd.uscourts.gov/court-info/local-rules-and-orders/,CT,federal,all,Group: CT USDC
Holiday Schedule,https://www.ctd.uscourts.gov/court-info/court-holidays,CT,federal,all,Group: CT USDC
Local Rules,https://www.azd.uscourts.gov/local-rules,AZ,federal,all,Group: AZ USDC
Holiday Schedule,https://www.azd.uscourts.gov/court-holidays,AZ,federal,all,Group: AZ USDC
Home Page (News),https://www.azd.uscourts.gov/,AZ,federal,all,Group: AZ USDC
General Orders,https://www.azd.uscourts.gov/general_orders,AZ,federal,all,Group: AZ USDC
Holiday Schedule,https://www.coloradojudicial.gov/holidays,CO,state,all,Group: CO State
Colorado Judicial Branch,https://www.coloradojudicial.gov/,CO,state,all,Group: CO State
Colorado Revised Statutes,https://content.leg.colorado.gov/agencies/office-legislative-legal-services/red-book-2024,CO,state,all,Group: CO State
Colorado General Assembly,https://leg.colorado.gov/,CO,state,all,Group: CO State
Multnomah - 4th Circuit Local Rules,https://www.courts.oregon.gov/courts/multnomah/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Clackamas - 5th Circuit Local Rules,https://www.courts.oregon.gov/courts/clackamas/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Lane - 2nd Circuit Local Rules,https://www.courts.oregon.gov/courts/lane/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Deschutes - 11th Circuit Local Rules,https://www.courts.oregon.gov/courts/deschutes/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Washington - 20th Circuit Local Rules,https://www.courts.oregon.gov/courts/washington/go/Pages/Rules.aspx,OR,state,all,Group: OR Circuit Courts
Jackson - 1st Circuit Local Rules,https://www.courts.oregon.gov/courts/jackson/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Umatilla/Morrow - 6th Circuit Local Rules,https://www.courts.oregon.gov/courts/umatilla/go/Pages/Rules.aspx,OR,state,all,Group: OR Circuit Courts
Hood River/Wasco/Sherman/ Gilliam/Wheeler - 7th Circuit Local Rules,https://www.courts.oregon.gov/courts/wasco/go/Pages/Rules.aspx,OR,state,all,Group: OR Circuit Courts
Baker - 8th Circuit Local Rules,https://www.courts.oregon.gov/courts/baker/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Malheur - 9th Circuit Local Rules,https://www.courts.oregon.gov/courts/malheur/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Union/Wallowa - 10th Circuit Local Rules,https://www.courts.oregon.gov/courts/wallowa/go/Pages/Rules.aspx,OR,state,all,Group: OR Circuit Courts
Polk - 12th Circuit Local Rules,https://www.courts.oregon.gov/courts/polk/go/Pages/Rules.aspx,OR,state,all,Group: OR Circuit Courts
Josephine - 14th Circuit Local Rules,https://www.courts.oregon.gov/courts/josephine/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Coos/Curry - 15th Circuit Local Rules,https://www.courts.oregon.gov/courts/coos/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Douglas - 16th Circuit Local Rules,https://www.courts.oregon.gov/courts/douglas/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Lincoln - 17th Circuit Local Rules,https://www.courts.oregon.gov/courts/lincoln/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Clatsop - 18th Circuit Local Rules,https://www.courts.oregon.gov/courts/clatsop/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Columbia - 19th Circuit Local Rules,https://www.courts.oregon.gov/courts/columbia/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Crook/Jefferson - 22nd Circuit Local Rules,https://www.courts.oregon.gov/courts/crook/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Linn - 23rd Circuit Local Rules,https://www.courts.oregon.gov/courts/linn/go/Pages/Rules.aspx,OR,state,all,Group: OR Circuit Courts
Grant/Harney - 24th Circuit Local Rules,https://www.courts.oregon.gov/courts/grant/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Yamhill - 25th Circuit Local Rules,https://www.courts.oregon.gov/courts/yamhill/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Lake - 26th Circuit Local Rules,https://www.courts.oregon.gov/courts/lake/go/Pages/CourtRules.aspx,OR,state,all,Group: OR Circuit Courts
Klamath - 13th Circuit Local Rules,https://www.courts.oregon.gov/courts/klamath/go/Pages/CourtRules.aspx,OR,state,all,Group: OR Circuit Courts
Marion - 3rd Circuit Local Rules,https://www.courts.oregon.gov/courts/marion/resources/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Benton - 21st Circuit Local Rules,https://www.courts.oregon.gov/courts/benton/go/Pages/rules.aspx,OR,state,all,Group: OR Circuit Courts
Tillamook - 27th Circuit Local Rules,https://www.courts.oregon.gov/courts/tillamook/go/Pages/Rules.aspx,OR,state,all,Group: OR Circuit Courts
Federal Circuit - Rules of Practice,https://www.cafc.uscourts.gov/home/rules-procedures-forms/rules-of-practice-archives/,,appellate,all,Group: U.S. Court of Appeals
Federal Circuit - Notices,https://www.cafc.uscourts.gov/home/the-court/notices-announcements/,,appellate,all,Group: U.S. Court of Appeals
Federal Circuit - Home Page (News),https://www.cafc.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
1st Circuit - Home Page (News),https://www.ca1.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
1st Circuit - Rule Amendments,https://www.ca1.uscourts.gov/notice-rule-amendments,,appellate,all,Group: U.S. Court of Appeals
1st Circuit - Local Rules (PDF),https://www.ca1.uscourts.gov/sites/ca1/files/rulebook.pdf,,appellate,all,Group: U.S. Court of Appeals
2nd Circuit - Home Page (News),https://www.ca2.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
2nd Circuit - Local Rules,https://www.ca2.uscourts.gov/clerk/case_filing/rules/rules_home.html,,appellate,all,Group: U.S. Court of Appeals
2nd Circuit - Holiday Schedule,https://www.ca2.uscourts.gov/clerk/calendars/federal_holidays.html,,appellate,all,Group: U.S. Court of Appeals
3rd Circuit - Home Page (News),https://www.ca3.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
3rd Circuit - Local Rules (PDF),https://www.ca3.uscourts.gov/sites/ca3/files/2011_LAR_Final.pdf,,appellate,all,Group: U.S. Court of Appeals
4th Circuit - Home Page (News),https://www.ca4.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
5th Circuit - Home Page (News),https://www.ca5.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
6th Circuit - Home Page (News),https://www.ca6.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
7th Circuit - Home Page (News),https://www.ca7.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
8th Circuit - Home Page (News),https://www.ca8.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
9th Circuit - Home Page (News),https://www.ca9.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
10th Circuit - Home Page (News),https://www.ca10.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
11th Circuit - Home Page (News),https://www.ca11.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
DC Circuit - Home Page (News),https://www.cadc.uscourts.gov/,,appellate,all,Group: U.S. Court of Appeals
Western District - Holiday Schedule,https://www.kywd.uscourts.gov/court-info/court-calendar,KY,federal,all,Group: KY USDC
Western District - Local Rules,https://www.kywd.uscourts.gov/court-info/local-rules-and-orders/local-rules,KY,federal,all,Group: KY USDC
Western District - Home Page (News),https://www.kywd.uscourts.gov/,KY,federal,all,Group: KY USDC
Eastern District - Home Page (News),https://www.kyed.uscourts.gov/,KY,federal,all,Group: KY USDC
Eastern District - Holiday Schedule,https://www.kyed.uscourts.gov/court-info/court-holidays,KY,federal,all,Group: KY USDC
Eastern District - Local Rules,https://www.kyed.uscourts.gov/rules-and-forms,KY,federal,all,Group: KY USDC
2nd Court of Appeals - Local Rules,https://www.txcourts.gov/2ndcoa/practice-before-the-court/local-rules/rules/,TX,appellate,all,Group: TX Appellate Courts
1st Court of Appeals - ADR Procedures,https://www.txcourts.gov/1stcoa/practice-before-the-court/mediation-adr/,TX,appellate,all,Group: TX Appellate Courts
3rd Court of Appeals - Local Rules,https://www.txcourts.gov/3rdcoa/practice-before-the-court/local-practices/,TX,appellate,all,Group: TX Appellate Courts
4th Court of Appeals - Local Rules,https://www.txcourts.gov/4thcoa/practice-before-the-court/local-rules/,TX,appellate,all,Group: TX Appellate Courts
5th Court of Appeals - Local Rules,https://www.txcourts.gov/5thcoa/practice-before-the-court/local-rules/,TX,appellate,all,Group: TX Appellate Courts
6th Court of Appeals - Practice Procedures,https://www.txcourts.gov/6thcoa/practice-before-the-court/,TX,appellate,all,Group: TX Appellate Courts
8th Court of Appeals - Local Rules (PDF),https://www.txcourts.gov/media/560270/8thlocalrules.pdf,TX,appellate,all,Group: TX Appellate Courts
1st Court of Appeals - Home Page,https://www.txcourts.gov/1stcoa/,TX,appellate,all,Group: TX Appellate Courts
2nd Court of Appeals - IOPs (PDF),https://www.txcourts.gov/media/1460351/web-iops-revised-0425.pdf,TX,appellate,all,Group: TX Appellate Courts
3rd Court of Appeals - Home Page,https://www.txcourts.gov/3rdcoa/,TX,appellate,all,Group: TX Appellate Courts
Rules of Court,https://www.jud.ct.gov/pb.htm,CT,state,all,Group: CT State
Holiday Schedule,https://www.jud.ct.gov/directory/directory/ctinfo1.htm,CT,state,all,Group: CT State
Connecticut Judicial Branch,https://www.jud.ct.gov/,CT,state,all,Group: CT State
Local Rules,https://www.akd.uscourts.gov/court-info/local-rules-and-orders/local-rules,AK,federal,all,Group: AK USDC
Holiday Schedule,https://www.akd.uscourts.gov/court-holidays,AK,federal,all,Group: AK USDC
Home Page (News),https://www.akd.uscourts.gov/,AK,federal,all,Group: AK USDC
Western District - Local Rules (PDF),https://www.arwd.uscourts.gov/sites/arwd/files/ARWD%20Local%20Rules.pdf,AR,federal,all,Group: AR USDC
Western District - General Orders,https://www.arwd.uscourts.gov/general-orders,AR,federal,all,Group: AR USDC
Western District - Home Page (News),https://www.arwd.uscourts.gov/,AR,federal,all,Group: AR USDC
Eastern District - Home Page (News),https://www.are.uscourts.gov/,AR,federal,all,Group: AR USDC
Eastern District - Holiday Schedule,https://www.are.uscourts.gov/court-info/court-holidays,AR,federal,all,Group: AR USDC
Eastern District - General Orders,https://www.are.uscourts.gov/court-info/local-rules-and-orders/general-orders?page=2,AR,federal,all,Group: AR USDC
Eastern District - Local Rules (PDF),https://www.are.uscourts.gov/sites/are/files/local_rules/All_LR.pdf,AR,federal,all,Group: AR USDC
Western District - Local Rules,https://www.arwd.uscourts.gov/court-info/local-rules-and-orders,AR,federal,all,Group: AR USDC
Eastern District - Local Rules,https://www.are.uscourts.gov/court-info/local-rules-and-orders,AR,federal,all,Group: AR USDC
Southern District - Holiday Schedule,https://www.gasd.uscourts.gov/court-info/court-holidays,GA,federal,all,Group: GA USDC
Southern District - Home Page (News),https://www.gasd.uscourts.gov/,GA,federal,all,Group: GA USDC
Southern District - Local Rules,https://www.gasd.uscourts.gov/court-info/local-rules-and-orders,GA,federal,all,Group: GA USDC
